日付,世界全体の感染者,中国本土の感染者数,イタリア,イラン,スペイン,ドイツ,フランス,米国,韓国,英国,スイス,オランダ,オーストリア,ベルギー,スウェーデン,ノルウェー,デンマーク,日本,ポルトガル,クルーズ船内,チェコ,マレーシア,カナダ,アイルランド,イスラエル,豪州,カタール,ギリシャ,フィンランド,ルクセンブルク,アイスランド,ポーランド,スロベニア,シンガポール,ブラジル,エストニア,ルーマニア,バーレーン,パキスタン,サウジアラビア,チリ,インドネシア,タイ,香港,ロシア,エジプト,トルコ,フィリピン,イラク,エクアドル,インド,ペルー,クウェート,レバノン,サンマリノ,セルビア,アルメニア,南アフリカ,アラブ首長国連邦,台湾,スロバキア,ブルガリア,メキシコ,コロンビア,ラトビア,パナマ,クロアチア,アルゼンチン,アンドラ,ハンガリー,アルジェリア,アルバニア,ベトナム,キプロス,ブルネイ・ダルサラーム,マルタ,ヨルダン,コスタリカ,モルドバ,モロッコ,北マケドニア,ベラルーシ,カザフスタン,ボスニア・ヘルツェゴビナ,パレスチナ,スリランカ,ジョージア,リトアニア,セネガル,ベネズエラ,カンボジア,アゼルバイジャン,オマーン,チュニジア,ウルグアイ,ブルキナファソ,リヒテンシュタイン,アフガニスタン,ウズベキスタン,ドミニカ共和国,ニュージーランド,マカオ,ウクライナ,バチカン,モルディブ,ジャマイカ,ボリビア,ルワンダ,パラグアイ,モンテネグロ,バングラデシュ,カメルーン,キューバ,モナコ,コートジボワール,ガーナ,ホンジュラス,ナイジェリア,ケニア,コンゴ民主共和国,トリニダード・トバゴ,エチオピア,セーシェル
2020/2/18,"73,428","72,436",3,0,2,16,12,15,31,9,0,0,0,1,1,0,0,73,0,542,0,22,8,0,0,15,0,0,1,0,0,0,0,77,0,0,0,0,0,0,0,0,35,60,2,1,0,3,0,0,3,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/19,"75,292","74,182",3,0,2,16,12,15,51,9,0,0,0,1,1,0,0,85,0,621,0,22,8,0,0,15,0,0,1,0,0,0,0,81,0,0,0,0,0,0,0,0,35,62,2,1,0,3,0,0,3,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/20,"76,195","75,002",3,2,2,16,12,15,104,9,0,0,0,1,1,0,0,93,0,634,0,22,8,0,0,15,0,0,1,0,0,0,0,84,0,0,0,0,0,0,0,0,35,65,2,1,0,3,0,0,3,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/21,"77,207","75,891",3,5,2,16,12,15,204,9,0,0,0,1,1,0,0,107,0,634,0,22,8,0,0,17,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,0,35,68,2,1,0,3,0,0,3,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/22,"77,818","76,288",9,18,2,16,12,35,346,9,0,0,0,1,1,0,0,129,0,634,0,22,8,0,1,21,0,0,1,0,0,0,0,86,0,0,0,0,0,0,0,0,35,68,2,1,0,3,0,0,3,0,0,1,0,0,0,0,11,26,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/23,"78,683","76,741",76,28,2,16,12,35,602,9,0,0,0,1,1,0,0,143,0,691,0,22,9,0,1,22,0,0,1,0,0,0,0,89,0,0,0,0,0,0,0,0,35,69,2,1,0,3,0,0,3,0,0,1,0,0,0,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/24,"79,370","77,150",152,43,2,16,12,35,763,9,0,0,0,1,1,0,0,160,0,691,0,22,9,0,1,22,0,0,1,0,0,0,0,89,0,0,0,0,0,0,0,0,35,73,2,1,0,3,0,0,3,0,3,1,0,0,0,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/25,"80,252","77,658",229,61,2,16,12,53,977,13,0,0,0,1,1,0,0,171,0,691,0,22,10,0,2,22,0,0,1,0,0,0,0,90,0,0,0,8,0,0,0,0,37,81,2,1,0,3,1,0,3,0,8,1,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/26,"81,133","78,064",322,95,2,18,12,53,"1,261",13,1,0,2,1,1,0,0,189,0,691,0,22,10,0,2,23,0,0,1,0,0,0,0,91,0,0,0,26,0,0,0,0,40,85,2,1,0,3,5,0,3,0,12,1,0,0,0,0,13,31,0,0,0,0,0,0,2,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/27,"82,322","78,497",400,141,12,21,18,59,"1,766",13,1,0,2,1,2,1,1,214,0,705,0,22,11,0,2,23,0,1,2,0,0,0,0,93,1,1,1,33,2,0,0,0,40,91,2,1,0,3,6,0,3,0,43,2,0,0,0,0,13,32,0,0,0,0,0,0,3,0,0,0,1,0,16,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/2/28,"83,673","78,824",650,245,25,26,38,59,"2,337",16,6,1,4,1,7,4,1,233,0,705,0,24,11,0,3,23,0,3,2,0,0,0,0,96,1,1,1,33,2,0,0,0,40,93,2,1,0,3,7,0,3,0,43,2,0,0,0,0,19,32,0,0,0,0,0,0,3,0,0,0,1,0,16,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,6,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020/2/29,"85,412","79,251",888,388,32,57,57,62,"3,150",20,10,2,5,1,12,6,2,242,0,705,0,24,14,0,5,24,0,3,2,0,1,0,0,98,1,1,3,38,2,0,0,0,42,94,2,1,0,3,8,0,3,0,45,2,1,0,0,0,19,34,0,0,2,0,0,0,5,0,0,0,1,0,16,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,1,1,6,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020/3/1,"87,162","79,824","1,128",593,45,57,100,62,"3,736",23,18,7,10,1,13,15,3,256,0,705,0,24,19,1,7,25,1,3,2,0,1,0,0,102,2,1,3,40,4,0,0,0,42,95,2,1,0,3,13,1,3,0,45,9,1,0,0,0,19,39,0,0,2,0,0,0,7,0,0,0,1,0,16,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,1,3,6,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020/3/2,"88,968","80,026","1,689",978,45,129,100,62,"4,212",36,24,13,10,1,14,19,4,274,0,706,3,24,19,1,7,27,3,7,6,1,2,0,0,106,2,1,3,47,4,0,0,2,42,98,2,2,0,3,19,1,3,0,56,10,1,0,1,0,21,40,0,0,5,0,0,0,7,0,0,0,1,0,16,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,1,3,6,0,0,0,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020/3/3,"90,897","80,151","2,036","1,501",114,157,191,64,"4,812",43,30,18,18,8,15,25,5,293,2,706,3,29,27,1,10,33,7,7,7,1,9,0,0,108,2,1,3,49,5,1,0,2,43,100,3,2,0,3,26,6,5,0,56,13,8,0,1,0,21,41,0,0,5,0,1,0,9,0,1,0,5,0,16,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,1,0,1,3,6,1,0,0,0,1,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020/3/4,"93,140","80,270","2,502","2,336",151,196,212,108,"5,328",56,37,28,24,8,24,32,8,329,2,706,5,50,30,2,12,43,8,7,7,1,16,1,0,110,2,2,4,49,5,1,1,2,43,100,3,2,0,3,31,7,6,0,56,13,8,0,1,0,27,42,0,0,5,0,1,0,9,1,1,0,5,0,16,0,0,0,1,0,0,1,1,1,0,0,0,1,3,1,1,0,1,3,12,1,0,0,0,1,0,1,2,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020/3/5,"95,365","80,409","3,089","2,922",198,262,285,129,"5,766",90,56,38,37,23,35,56,10,359,7,706,5,50,30,2,15,57,8,9,7,1,26,1,1,110,3,2,4,49,5,2,1,2,47,104,3,2,0,3,36,7,29,0,58,13,16,0,1,0,27,42,0,0,5,0,1,0,9,1,1,2,12,0,16,0,0,0,1,0,0,2,1,6,0,2,4,1,3,1,4,0,1,3,15,1,0,0,0,1,0,1,2,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020/3/6,"98,258","80,552","3,858","3,513",261,534,423,148,"6,284",120,89,82,47,50,61,86,18,413,7,696,12,55,45,14,15,57,8,32,12,1,26,1,6,117,7,3,6,49,5,5,1,2,47,104,4,3,0,5,36,13,30,0,58,16,21,1,1,1,27,44,0,0,5,0,1,0,10,1,1,2,12,0,16,0,0,0,1,0,0,2,1,6,0,2,7,1,9,1,4,0,1,3,16,1,0,0,1,1,0,1,4,10,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2020/3/7,"101,967","80,651","4,636","4,747",374,639,616,213,"6,767",168,209,128,66,109,137,113,23,452,13,696,12,83,51,18,19,62,11,32,19,2,45,5,9,130,13,10,7,49,5,5,5,2,48,107,7,3,0,5,44,14,31,1,58,22,24,1,1,1,45,45,1,0,5,1,1,0,11,2,1,4,17,0,17,0,0,0,1,0,0,2,3,6,0,2,16,1,9,1,4,0,1,9,16,1,0,0,1,1,0,1,5,10,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
2020/3/8,"105,601","80,695","5,883","5,823",430,795,716,213,"7,134",211,264,188,104,169,137,147,32,493,21,696,26,93,57,19,26,74,12,66,19,2,45,6,12,138,19,10,13,56,5,7,5,4,50,109,7,48,0,6,54,14,34,6,62,28,27,1,1,2,45,45,3,2,7,1,1,0,11,9,1,7,17,0,21,0,0,3,1,5,1,2,3,6,0,2,16,1,12,1,4,0,2,9,16,1,0,0,1,4,0,1,5,10,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
2020/3/9,"109,820","80,735","7,375","6,566",589,"1,112","1,126",423,"7,382",278,332,265,112,200,203,169,38,521,30,696,32,93,62,21,39,77,15,73,30,2,55,11,16,150,25,10,15,79,6,15,10,6,50,114,7,55,0,10,60,15,43,6,64,32,37,1,1,3,45,45,5,4,7,1,3,0,11,12,1,9,20,2,30,0,0,3,1,9,1,2,3,6,0,2,19,1,13,1,4,0,2,9,16,2,0,0,1,4,0,1,5,10,1,1,4,0,0,0,1,0,3,2,0,1,0,0,0,2,0,0,0,0,0
2020/3/10,"113,873","80,754","9,172","7,161","1,024","1,139","1,412",554,"7,513",325,369,321,131,239,248,192,92,566,30,696,38,117,77,24,39,92,18,73,40,5,55,16,23,160,25,10,15,109,16,15,13,19,53,115,7,59,0,33,61,15,44,9,65,41,49,1,1,7,59,45,7,4,7,3,6,1,12,12,1,9,20,2,31,2,1,4,1,9,1,2,7,6,0,2,26,1,15,1,4,0,2,9,18,2,0,0,1,4,0,5,5,10,1,1,4,0,0,0,1,0,3,2,0,1,0,0,0,2,0,0,0,0,0
2020/3/11,"118,431","80,778","10,149","8,042","1,639","1,296","1,785",754,"7,755",375,491,382,182,267,326,277,264,622,41,696,61,129,93,34,75,112,24,89,40,5,61,22,31,166,34,13,25,110,16,20,17,27,59,120,7,59,0,49,61,15,60,11,69,41,63,12,1,7,74,47,7,6,7,3,8,8,16,17,1,13,20,10,35,2,1,4,1,13,3,3,7,9,0,4,30,1,23,1,4,0,3,9,18,6,0,2,1,4,0,5,5,10,1,1,8,1,2,0,5,0,3,2,0,1,0,0,0,2,0,1,0,0,0
2020/3/12,"125,333","80,805","12,462","9,000","2,140","1,567","2,281",987,"7,869",462,645,503,302,314,461,489,617,682,41,696,94,129,93,43,75,122,262,98,40,17,61,44,57,178,52,13,48,189,19,21,23,34,70,129,20,67,1,52,70,17,73,17,80,66,63,19,1,13,74,48,10,7,11,9,16,10,16,19,1,13,25,10,39,6,12,6,1,13,4,5,7,12,0,4,30,2,23,3,4,0,3,9,18,6,0,2,1,7,0,5,5,10,1,1,8,1,2,0,5,0,3,2,0,1,1,0,2,2,0,1,0,0,0
2020/3/13,"132,817","80,813","15,113","10,075","2,965","2,369","2,877","1,264","7,979",598,858,614,361,314,620,489,676,722,41,696,116,129,138,70,75,140,262,98,109,17,61,49,57,187,77,13,48,195,20,21,33,34,75,131,34,67,1,52,70,17,74,22,80,66,63,19,1,17,85,49,21,7,12,9,16,14,16,31,1,16,25,23,39,6,12,9,1,22,4,6,7,12,0,4,31,3,25,3,10,0,5,11,18,7,0,2,4,7,0,5,5,10,3,1,8,1,3,0,5,0,3,2,3,1,1,0,2,2,0,1,0,0,0
2020/3/14,"142,565","80,824","17,660","11,364","4,231","3,062","3,661","1,681","8,086",807,"1,125",804,504,599,775,750,802,763,112,697,150,197,176,90,100,197,262,98,109,38,61,64,141,200,98,79,64,210,21,62,43,69,75,137,34,93,5,64,93,23,82,28,100,77,66,31,8,17,85,50,30,7,26,16,16,27,27,34,2,19,26,33,48,14,25,12,1,23,8,7,9,21,0,11,31,6,25,6,10,2,7,11,19,7,0,2,4,7,0,5,6,10,3,1,9,7,3,0,6,0,3,2,4,2,1,1,2,2,1,2,1,1,0
2020/3/15,"154,038","80,844","21,157","12,729","5,753","3,795","4,499","2,174","8,162","1,149","1,359",961,800,689,924,907,836,812,112,697,214,238,244,129,178,249,337,228,210,38,138,111,141,212,121,79,123,211,28,103,61,117,75,141,34,93,5,111,93,23,107,43,112,93,92,41,8,38,85,53,44,43,41,24,30,27,37,45,2,32,37,38,53,21,40,12,1,23,12,18,13,21,6,18,38,11,30,9,21,2,7,19,20,16,0,2,4,10,0,5,6,10,3,1,10,8,3,0,6,0,3,3,4,2,3,2,2,2,1,2,1,1,0
2020/3/16,"168,856","80,860","24,747","14,991","7,753","4,838","5,426","2,951","8,236","1,400","2,200","1,137",959,"1,085",992,"1,077",898,829,245,712,298,553,304,169,200,298,401,331,267,38,180,150,219,243,200,205,158,221,52,103,75,117,114,148,63,126,5,140,124,37,114,71,112,99,92,46,26,51,98,59,61,51,53,24,31,43,49,56,2,39,49,42,57,33,50,21,6,23,23,28,13,36,6,19,38,19,33,14,26,17,12,19,22,18,4,15,7,16,4,5,6,10,3,1,13,10,11,5,8,0,5,3,4,9,3,2,2,2,1,2,2,1,2
2020/3/17,"179,168","80,881","27,980","14,991","9,191","6,012","6,634","3,509","8,320","1,554","2,200","1,418","1,132","1,085","1,059","1,169","1,007",874,331,712,383,553,424,223,250,375,442,331,272,81,199,150,253,243,234,205,158,237,187,133,156,172,147,157,93,166,47,187,124,58,137,86,130,109,102,70,52,62,98,67,72,67,53,45,36,69,56,65,14,50,60,51,61,33,50,30,35,41,29,38,19,36,6,19,39,29,33,17,27,33,24,19,24,20,6,15,7,21,4,21,11,11,7,1,13,10,11,7,9,0,8,5,5,9,6,6,8,2,3,3,5,5,4
2020/3/18,"191,945","80,894","31,506","16,169","11,178","7,156","7,701","4,226","8,413","1,966","2,650","1,710","1,332","1,486","1,167","1,308","1,024",910,448,712,434,553,424,292,304,375,442,387,319,140,225,246,275,243,234,225,184,237,187,171,156,172,177,167,93,166,47,187,154,58,137,86,130,120,104,85,52,62,98,77,97,81,82,45,60,69,65,65,16,50,60,55,61,33,50,38,35,41,30,38,31,36,33,19,41,29,34,25,27,33,24,19,24,24,6,20,7,22,16,21,11,13,14,1,13,12,11,7,9,2,8,5,5,9,6,8,8,2,3,3,5,5,4
2020/3/19,"210,006","80,928","35,713","17,361","13,716","8,198","9,135","7,038","8,565","2,649","3,010","2,058","1,646","1,486","1,279","1,423","1,104",953,642,712,522,673,569,292,427,510,442,418,259,210,250,287,286,313,291,258,246,256,241,238,238,227,212,192,143,196,191,187,164,155,151,145,142,133,109,96,84,116,113,100,105,92,93,93,71,86,81,79,75,58,72,59,66,58,56,48,52,50,36,49,36,46,36,36,44,42,38,26,36,36,35,34,33,29,29,26,25,22,16,21,20,15,16,1,13,13,12,11,11,2,10,10,10,9,9,9,9,8,7,7,7,6,6
2020/3/20,"231,111","80,967","41,035","18,407","17,147","10,999","10,995","10,442","8,652","3,288","3,010","2,460","1,843","1,795","1,423","1,423","1,132",953,785,712,694,673,569,557,529,510,442,418,369,345,330,325,319,313,291,267,260,256,241,238,238,227,212,208,199,196,191,187,164,155,151,145,142,133,126,123,122,116,113,108,105,99,93,93,86,86,81,79,75,73,72,70,66,58,56,53,52,50,49,49,48,46,46,44,44,42,38,36,36,36,35,34,33,29,29,26,25,22,21,21,20,17,16,13,13,13,12,11,11,10,10,10,10,9,9,9,9,8,7,7,7,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
